Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
A Head Full of Dreams,"Viva la Vida
(Live at Tokyo Dome City Hall, Tokyo)",Third bonus live track on the AHFOD Japan Tour Edition. Identical to its release on the Japanese version of Live 2014.,4:16,"Mar 29, 2017",Other,No,FLAC File
A Head Full of Dreams,"Oceans
(Live at Tokyo Dome City Hall, Tokyo)","Fourth bonus live track on the AHFOD Japan Tour Edition. Recorded on June 12, 2014.",3:59,"Mar 29, 2017",Other,No,FLAC File
A Head Full of Dreams,"A Sky Full of Stars
(Live at Tokyo Dome City Hall, Tokyo)","Fifth bonus live track on the AHFOD Japan Tour Edition. Recorded on June 12, 2014.",5:13,"Mar 29, 2017",Other,No,FLAC File
A Head Full of Dreams,All I Can Think About Is You,Released as a promo single. Identical to its EP counterpart.,4:34,"Jun 15, 2017",Single,Yes,YouTube Music
A Head Full of Dreams,"Something Just Like This
(Tokyo Remix) (with The Chainsmokers)",Live version of Something Just Like This. Released as a promo single. Identical to its EP counterpart.,4:33,"Feb 22, 2017",Single,Yes,Spotify
A Head Full of Dreams,"A L I E N S
(Lyric Video Version)",Features a short ambient intro. There are also subtle differences throughout the rest of song.,4:55,"Jul 6, 2017",Other,No,YouTube
A Head Full of Dreams,A L I E N S,Released as a promo single for charity a week prior to the Kaleidoscope EP's release. Identical to its EP counterpart.,4:42,"Jul 7, 2017",Single,Yes,YouTube Music
A Head Full of Dreams,All I Can Think About Is You,Track 1 of the Kaleidocope EP. Released as a promo single.,4:34,"Jul 14, 2017",EP Track,Yes,Spotify
A Head Full of Dreams,"Miracles
(Someone Special) (feat. Big Sean)",Track 2 of the Kaleidocope EP. Big Sean raps a verse towards the end of the song. Samples a line from Back To The Future. Released as a promo single the day the EP came out. Produced by Martin Terefe.,4:36,"Jul 14, 2017",EP Track,Yes,Spotify
A Head Full of Dreams,A L I E N S,"Track 3 of the Kaleidocope EP. The song originally dates back to 2009, when it was potentially named Alien Radio. Released as a promo single. Produced by Brian Eno and Markus Dravs, who who went on to release a remix of the song.",4:42,"Jul 14, 2017",EP Track,Yes,Spotify
A Head Full of Dreams,"Something Just Like This
(Tokyo Remix)","Track 4 of the Kaleidocope EP. Live version of Something Just Like This, later re-released on the Love in Tokyo Live LP.",4:33,"Jul 14, 2017",EP Track,Yes,Spotify
A Head Full of Dreams,"Hypnotised
(EP Mix)",Track 5 of the Kaleidocope EP. This version has an extended ambient intro. The normal mix of the song was released a promo single.,6:31,"Jul 14, 2017",EP Track,Yes,Spotify
A Head Full of Dreams,We All Fall In Love Sometimes,"Cover of Elton's John song released on 'Revamp'; a tribute album featuring covers of Elton's songs, with him featuring on some.",4:00,"Apr 6, 2018",Other,Yes,Spotify
A Head Full of Dreams,"Stayin' Alive
(Live at Glastonbury 2016, feat. Barry Gibb)",Amazon Music exclusive. Released to promote The Butterfly Package and the A Head Full of Dreams documentary.,4:35,"Oct 26, 2018",Single,Yes,Amazon Music
A Head Full of Dreams,"Us Against the World
(Live in Leipzig)","Recorded in Germany on June 14, 2017. Extended Silver Bird version. Amazon Music exclusive. Released to promote The Butterfly Package and the A Head Full of Dreams documentary.",6:14,"Oct 26, 2018",Single,Yes,Amazon Music
A Head Full of Dreams,"Don't Panic
(Live in Paris)",Amazon Music exclusive. Released to promote The Butterfly Package and the A Head Full of Dreams documentary.,2:12,"Nov 16, 2018",Single,Yes,Amazon Music
A Head Full of Dreams,"Pharrell Williams & Los Unidades - E-Lo
(feat. Jozzy)",Released by Coldplay under the name 'Los Unidades'.,3:34,"Nov 26, 2018",Single,Yes,Spotify
A Head Full of Dreams,"Pharrell Williams & Los Unidades - E-Lo
(feat. Jozzy)",Released by Coldplay under the name 'Los Unidades'.,3:34,"Nov 30, 2018",EP Track,Yes,Spotify
A Head Full of Dreams,"Cassper Nyovest & Los Unidades - Timbuktu
(feat. Stormzy & Jess Kent)",Released by Coldplay under the name 'Los Unidades'.,3:44,"Nov 30, 2018",EP Track,Yes,Spotify
A Head Full of Dreams,"Stargate & Los Unidades - Voodoo
(feat. Tiwa Savage, WizKid, Danny Ocean & David Guetta)",Released by Coldplay under the name 'Los Unidades'.,3:57,"Nov 30, 2018",EP Track,Yes,Spotify
A Head Full of Dreams,"Stargate & Los Unidades - Voodoo
(feat. Tiwa Savage, WizKid, Danny Ocean & David Guetta)",Released by Coldplay under the name 'Los Unidades'.,3:57,"Dec 3, 2018",Single,Yes,Spotify
A Head Full of Dreams,"A Head Full of Dreams
(Live in Buenos Aires)",Track 1 of Live in Buenos Aires. Recorded on November 15 2017. Also released as a promo single.,4:59,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Yellow
(Live in Buenos Aires)",Track 2 of Live in Buenos Aires. Recorded on November 15 2017.,5:50,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Every Teadrop Is a Waterfall
(Live in Buenos Aires)",Track 3 of Live in Buenos Aires. Recorded on November 15 2017.,4:04,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"The Scientist
(Live in Buenos Aires)",Track 4 of Live in Buenos Aires. Recorded on November 15 2017.,6:28,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"God Put a Smile upon Your Face
(Live in Buenos Aires)",Track 5 of Live in Buenos Aires. Recorded on November 15 2017. Rock ver.,4:34,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Paradise
(Live in Buenos Aires)",Track 6 of Live in Buenos Aires. Recorded on November 15 2017. Features Tiesto's remix of the song as an outro.,6:59,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Always in My Head
(Live in Buenos Aires)",Track 7 of Live in Buenos Aires. Recorded on November 15 2017.,3:41,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Magic
(Live in Buenos Aires)",Track 8 of Live in Buenos Aires. Recorded on November 15 2017.,4:45,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Everglow
(Live in Buenos Aires)",Track 9 of Live in Buenos Aires. Recorded on November 15 2017. Single version of the song.,4:55,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Clocks
(Live in Buenos Aires)",Track 10 of Live in Buenos Aires. Recorded on November 15 2017.,4:20,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Midnight
(Live in Buenos Aires)",Track 11 of Live in Buenos Aires. Recorded on November 15 2017. Basically just an interlude.,1:45,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Charlie Brown
(Live in Buenos Aires)",Track 12 of Live in Buenos Aires. Recorded on November 15 2017.,4:44,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Hymn for the Weekend
(Live in Buenos Aires)",Track 13 of Live in Buenos Aires. Recorded on November 15 2017.,5:02,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Fix You
(Live in Buenos Aires)",Track 14 of Live in Buenos Aires. Recorded on November 15 2017. Also released as a promo single. Features an extended intro with elements of Midnight.,5:27,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Viva la Vida
(Live in Buenos Aires)",Track 15 of Live in Buenos Aires. Recorded on November 15 2017. Also released as a promo single.,4:11,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Adventure of a Lifetime
(Live in Buenos Aires)",Track 16 of Live in Buenos Aires. Recorded on November 15 2017.,5:06,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"De Música Ligera
(Live in Buenos Aires)",Track 17 of Live in Buenos Aires. Recorded on November 15 2017. Cover of Soda Stereo's song.,6:09,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Colour Spectrum
(Live in Buenos Aires)",Track 18 of Live in Buenos Aires. Recorded on November 15 2017. Extended interlude with elements of Kaleidoscope (The Guesthouse).,1:57,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"In My Place
(Live in Buenos Aires)",Track 19 of Live in Buenos Aires. Recorded on November 15 2017. Acoustic version with Will singing lead vocals.,4:37,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Amor Argentina
(Live in Buenos Aires)
(feat. Jon Hopkins & Barack Obama)",Track 20 of Live in Buenos Aires. Recorded on November 15 2017. Live exclusive song with Jon Hopkins. Features an extended version of Obama's Amazing Grace (entitled ObamaExport) that was supposed to transition into Life is Beautiful as an outro.,5:16,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Something Just like This
(Live in Buenos Aires)",Track 21 of Live in Buenos Aires. Recorded on November 15 2017.,4:04,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"A Sky Full of Stars
(Live in Buenos Aires)",Track 22 of Live in Buenos Aires. Recorded on November 15 2017.,4:36,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"Up&Up
(Live in Buenos Aires)",Track 23 of Live in Buenos Aires. Recorded on November 15 2017. Extended 9 minute version with an explosive outro.,8:45,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"End Credits
(Live in Buenos Aires)","Track 24 of Live in Buenos Aires. Recorded on November 15 2017. Ambient outro song as the band leave the stage. Despite being called Live in Buenos Aires, this live album was actually recorded at La Plata, a city over 60 kilometres away from Buenos Aires. This release marks the first time a full setlist has ever been officially released by the band themselves.",2:03,"Dec 7, 2018",Album Track,Yes,Spotify
A Head Full of Dreams,"A Head Full of Dreams
(Love in Tokyo)",Track 1 of Love in Tokyo.,4:54,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Yellow
(Love in Tokyo)","Track 2 of Love in Tokyo. Recorded on April 16, 2017.",4:54,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"The Scientist
(Love in Tokyo)","Track 3 of Love in Tokyo. Recorded on August 21, 2016.",5:53,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Paradise
(Love in Tokyo)",Track 4 of Love in Tokyo.,6:51,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Everglow
(Love in Tokyo)",Track 5 of Love in Tokyo. Single Version.,4:25,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Midnight / Charlie Brown
(Love in Tokyo)",Track 6 of Love in Tokyo. Features Midnight as an interlude.,7:27,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Hymn for the Weekend
(Love in Tokyo)",Track 7 of Love in Tokyo.,3:42,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Fix You
(Love in Tokyo)",Track 8 of Love in Tokyo. Features an extended intro with elements of Midnight.,5:52,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Viva la Vida
(Love in Tokyo)",Track 9 of Love in Tokyo.,4:12,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Adventure of a Lifetime
(Love in Tokyo)",Track 10 of Love in Tokyo.,4:51,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Us Against the World
(Love in Tokyo)","Track 11 of Love in Tokyo. Recorded in Germany on June 14, 2017. Extended Silver Bird version.",6:21,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Something Just Like This
(Love in Tokyo)",Track 12 of Love in Tokyo. Incorrectly named 'Something Just Like That' on official streaming releases.,4:04,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"A Sky Full of Stars
(Love in Tokyo)",Track 13 of Love in Tokyo.,4:53,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Up&Up
(Love in Tokyo)",Track 14 of Love in Tokyo.,9:30,"Dec 7, 2018",Album Track,Region Specific,Spotify / FLAC File
"17 Album Track(s)
1 Single(s)
0 Feature(s)
3 EP Track(s)
0 B-Side(s)
1 Promo Track(s)
3 Other","Everyday Life
(p.k.a. The Wedding Album, The Lovers)",,,,Other,,
Everyday Life,Sunrise,"Track 1 on Everyday Life. Instrumental intro played entirely by Davide Rossi on strings. The song was originally planned for a release on something else, but Chris liked it so it was put on the album.",2:31,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,"Church
(feat. Norah Shaqur)","Track 2 of Everyday Life. Originally featured drums from Arabesque Act i. The song originally stemmed from a 2009 iteration of the title track. Its concept would later go on to be used during Alphabetica on You're The One For Me. Co-written by  Amjad Sabri, Davide Rossi, Mikkel Storleer Eriksen, Tor Erik Hermansen, Jacob Collier & Norah Shaqur.",3:50,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Trouble in Town,"Track 3 on Everyday Life. The song was originally written while Chris was trying to write a reggae song for a friend, but Trouble in Town arrived instead. The 'heavy section' of the song features a sample of a viral YouTube video called 'Police Unlawful Harassment and Racial Profiling' by Josh Moyo.",4:38,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,BrokEn,"Track 4 on Everyday Life. Inspired by Brian Eno's love for gospel music. The song was originally called Dreamin' On and was very different, before being changed to 'Shine A Light'. It was then changed again to 'BrokEn', replacing another song called Broken, which is likely to be released on Alphabetica. The Love Choir provides backup vocals.",2:30,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Daddy,"Track 5 of Everyday Life. The song is inspired by Chris' relationship with children, and also about others who have lost their father. A demo featured percussion from the title track.",4:58,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,"WOTW / POTP
(also known as Wonder of the World / Power of the People)",Track 6 of Everyday Life. Rough demo recorded on the last day of the AHFOD tour - the released version is almost completely unedited. The song was properly finished on the same day during Everyday Life: Live in Jordan.,1:16,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,"Arabesque
(Act ii) (feat. Stromae and Femi Kuti)","Track 7 and double lead single of Everyday Life. 1 of 3 acts of the song. Arabesque had a lengthy history beginning in 2008. At the time, there was a song called Arabesque, which was later remade and scrapped in 2018 as Arabesque Act i, which can be heard in the intro to the final song. The second Act was turned into the one on the album. Femi Kuti's Positive Force band provides trumpets and sax, Stromae sings on the second verse and Le Trio Joubran plays oud.",5:40,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,When I Need a Friend,Track 8 of Everyday Life. Inspired by Church hymns Chris would sing when he was a child. features the London Voices choir singing vocals alongside Chris. The 'Whole World Thinks It's Impossible' speech from Everything Is Incredible was sampled during the outro.,2:35,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,GOD = LOVE,Interlude track that divides the two halves of the record. Not included on streaming due to copyright issues.,0:35,"Nov 22, 2019",Album Track,No,FLAC File
Everyday Life,Guns,"Track 9 on Everyday Life. Fast-paced acoustic track inspired by Rammstein and Bob Dylan. One of the first songs to include swearing by Chris, with Arabesque.The song was recorded in a basement.",1:55,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Orphans,"Track 10 and double lead single of Everyday Life. Originally intended to be saved for Music Of The Spheres, but was put on the album at the last minute. Co-Written and produced by Max Martin. The song also features a large choir featuring Moses and Apple Martin.",3:17,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,"Èkó
(feat. Tiwa Savage)","Track 11 of Everyday Life. The name is the native word for Lagos, which the song is inspired by. Tiwa Savage sings backing vocals.",2:37,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Cry Cry Cry,"Track 12 on Everyday Life. This is the first track to include Angel Moon (known then as Angelina) which is Chris' vocals pitched up to sound like an alien. The song is inspired by 'Earth Angel' from Back To The Future and Cry Baby, which is sampled throughout. During the MOTS World Tour, the song was played on guitar with singer Lauren Mayberry from CHVRCHΞS.",2:47,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Old Friends,"Track 13 on Everyday Life. The song is written about Chris' best friend Tony, who died in 2009. An extended version of the song featured an extra verse and chorus, but was cut down for the album release.",2:26,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,"بنی آدم
(also known as Bani Adam / Son of Man)","Track 14 on Everyday Life. Comprised of two parts: Ballad Of St. John & Bani Adam. The first half goes back to 2009, where it was played on the Viva La Vida tour. It was also used as an intro to early versions of Arabesque. The second half was originally composed at a backstage SNL Soundcheck in 2014. Features a poem and a sample of The Sun by John & Alice Coltrane. The song ends with Wedding Bells' classic piano riff transitioning into the next song.",3:14,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Champion of the World,"Track 15 and the second single of Everyday Life. The song opens with Wedding Belsl' piano riff with Harcourt Whyte's Otuto Nke Chukwu played over it. The main riff is sampled from Owl John's Los Angeles, Be Kind. Like the unreleased Weirdo, it is inspired by the story of Augistin, who tried to build a helicopter out of scraps.",4:17,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Everyday Life,"The 16th, final, and title track of Everyday Life. This is the second song to be called Everyday Life, with the other sharing lyrics but being completely different. Jacob Collier and Will's wife Marriane peform backing vocals throughout.",4:18,"Nov 22, 2019",Album Track,Yes,Spotify
Everyday Life,Flags,"Bonus track on the Japanese edition of Everyday Life, later released as a single worldwide in December 2020.",3:36,"Nov 22, 2019",Other,Yes,Spotify
Everyday Life,"Trouble in Town
(Lyric Video Version)","Seemingly the same as the album version, though missing the police sample.",4:38,"Nov 22, 2019",Other,No,YouTube
Everyday Life,"Orphans
(Music Video Version)",Features different takes and demos combined into one mix.,4:55,"Oct 25, 2019",Other,No,YouTube
Everyday Life,"Everyday Life
(Radio Edit)",Released on a compilation album for DJs. Earlier version of the song featuring Jonny playing a guitar riff during the intro. This version would be played live throughout Everyday Life promo.,3:13,"Nov 3, 2019",Other,No,FLAC File
Everyday Life,"BrokEn
(Reimagined)",Acoustic version of the song recorded with the For Love Choir. Released exclusively on Apple Music.,2:29,"Feb 21, 2020",EP Track,Yes,Apple Music
Everyday Life,"Champion of the World
(Reimagined)",Acoustic version of the song recorded with the For Love Choir. Released exclusively on Apple Music.,3:38,"Feb 21, 2020",EP Track,Yes,Apple Music
Everyday Life,"Cry Cry Cry
(Reimagined)",Acoustic version of the song recorded with the For Love Choir. Released exclusively on Apple Music.,3:04,"Feb 21, 2020",EP Track,Yes,Apple Music
Everyday Life,"Champion of the World
(Live at NPR's Tiny Desk)",Acoustic version of the song performed on January 23 2020. Features the For Love Choir performing vocals throughout.,3:36,"Feb 24, 2020",Single,Yes,Spotify
Everyday Life,"Trouble in Town
(Music Video Version)",Extended version of the song featuring a newly recorded sample on the heavy section.,6:09,"Mar 12, 2020",Other,No,YouTube
"12 Album Track(s)
13 Single(s)
0 Feature(s)
11 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
3 Other","Music of the Spheres
Vol. 1: From Earth With Love",,,,Other,,
Music of the Spheres,"🪐
(also known as Music of the Spheres)","Track 1 of Music of the Spheres. Interlude transitioning into Higher Power. The song is the title track of the album, despite being an emoji. During 2020, it was meant to transition into Humankind. Co-Written and produced by Max Martin & Oscar Holter.

This song represents 'Neon Moon I' in The Spheres Solar System.",0:53,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,Higher Power,"Track 2 and the lead single of Music of the Spheres. Originally written by Chris playing percussion on a kitchen sink, though it is rumoured to date back to 2015. An earlier version had extra guitar on the second verse, which is present while played live. The Love Choir provide backing vocals. Co-Written and produced by Max Martin & Oscar Holter.

This song represents 'Kaotica' in The Spheres Solar System.",3:26,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,Humankind,"Track 3 of Music of the Spheres. Potentially scheduled to be the lead single. The song uses elements from a 2017 unreleased song called Life Is Beautiful, with 2020 demos including a bridge featuring the song's melody. Co-written by Max Martin, Oscar Hotler, Jon Hopkins, Stephen Fry, Daniel Green & Federico Vindver. Produced by Martin & Holter. Moses Martin sings Backing Vocals alongside The Love Choir. It was later released as a promo single.

This song represents 'Echo' in The Spheres Solar System.",4:26,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"✨
(also known as Alien Choir)","Track 4 of Music of the Spheres. Interlude track between Humankind and Let Somebody Go. The song is made up of vocals by Jacob Collier. Produced and co-written by Jon Hopkins & Max Martin.

This song represents 'Kubik' in The Spheres Solar System.",0:53,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"Let Somebody Go
(with Selena Gomez)","Track 5 and the third single of Music of the Spheres. Originally written with Apple Martin in the Everyday Life era, which apparently 'didn't sound right' without a female voice on it. Writer and producer credits include: Apple Martin, Metro Boomin, Jon Hopkins, Max Martin, Oscar Holter & Livvi Franc. During the MOTSWT, a piano version with a guitar solo was performed with H.E.R.

This song represents 'Calypso' in The Spheres Solar Systen.",4:01,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"❤️
(also known as Human Heart)
(with We Are KING & Jacob Collier)","Track 6 of Music of the Spheres. This song does not have any instrumental and is only vocals. Early versions were connected to My Universe. Produced and Written by Max Martin & Oscar Holter.

This song represents 'Supersolis' in The Spheres Solar System.",3:08,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,People of the Pride,"Track 7 of Music of the Spheres. Originally written at the end of 2005 under the name 'The Man Who Swears He's God' before being pulled out in around 2020 being retitled to Work. The song is about LGBT Pride and is likely about the evil 'Major Minus' from the MX era. Samples Sam Sparro's Black and Gold as well as an interlude made by Derek Dixie for Beyonce. Produced and co-wrtten by Max Martin & Oscar Hotler. Later released as a promo single. 

The song represents 'Ultra' in The Spheres Solar System.",3:37,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,Biutyful,"Track 8 and the final single of Music of the Spheres. Originally written during the Everyday Life era. The song features 'The Weirdos', a new concept featuring puppets as aliens. The leader singer is Angel Moon, AKA Angelina, who previously was on Cry Cry Cry. Davide Rossi adds strings. Produced and Co-Written by MXM & Holter.

The song represents 'Floris' in The Spheres Solar System.",3:12,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"🌎
(also known as Music of the Spheres ii)","Track 9 of Music Of The Spheres. Short interlude (being their shortest track to date) used as an intro to My Universe, which it was originally combined with. Features the backwards vocals of Bea Berryman, Nico Berryman, Violet Buckland, Ava Champion, Juno Champion, Apple Martin, Doris Sandberg & Richard Axnick.

The song represents 'Neon Moon I' in The Spheres Solar System.",0:21,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"My Universe
(with BTS)","Track 10 and the second single of Music of the Spheres. Originally the song was planned to be fully English lyrics, until somebody had suggested to Chris that the band should work with BTS, leading to a verse & bridge being written/sung in Korean. The title for the song was inspired by a text message Chris had gotten. Produced and Co-Written by MXM & Holter.

The song represents 'Epiphane' in The Spheres Solar System, which the song itself was originally called.",3:46,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"♾️
(also known as Infinity Sign)","Track 11 of Music of the Spheres. Instrumental song aside from the iconic 'Ole Ole Ole' chant, taken from a live performance of Life Is Beautiful in 2017. The song itself uses elements almost entirely from the 2017 song. Produced and co-written by MXM, Holter & Jon Hopkins, who also contributed keyboards to the track.

The song represents 'Infinity Station' in The Spheres Solar System, which later had an EP named after it.",3:46,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,Coloratura,"The 12th and final track of Music of the Spheres, originally released as a promo single. The band's longest track to date, over 10 minutes long. It was originally shorter (around 5 mins) at Max Martin's request but the band fought to make it longer. The long ambient intro comes from a 2017 jam of Weirdo. Produced and co-written by MXM & Holter. Davide Rossi performs strings & Paris Strother played synth.

The song represents 'Coloratura' in The Spheres Solar System, which is considered the afterlife.",10:19,"Oct 15, 2021",Album Track,Yes,Spotify
Music of the Spheres,"My Universe
(Orchestral Version)",Available as part of the digital download deluxe edition. Instrumental.,4:19,"Oct 15, 2021",Other,No,MP3 File
Music of the Spheres,"Higher Power
(Alternate Version)",Almost exactly the same as the album version but features a guitar riff on the second verse. It was accidentally uploaded to TIDAL for a few minutes before being taken down. Likely a live REF track.,3:31,"Oct 15, 2021",Other,No,MP3 File
Music of the Spheres,"Higher Power
(Single Version)",Unmixed version released as a single.,3:31,"May 7, 2021",Single,Yes,Spotify
Music of the Spheres,"Higher Power
(Live at the BRIT Awards 2021)",Live performance of Higher Power released as an Amazon Music exclusive single. Recorded on April 29 2021.,3:29,"May 11, 2021",Single,Yes,Amazon Music
Music of the Spheres,"Higher Power
(Acoustic Version)",Acoustic version of the song released as a single.,3:34,"Jun 15, 2021",Single,Yes,Spotify
Music of the Spheres,"Coloratura
(Single Version)",Unmixed version released as a promo single. (This mix fades in along Coloratura's transition from Infinity Sign rather than omitting the transition entirely.),10:19,"Jul 23, 2021",Single,Yes,YouTube Music
Music of the Spheres,"My Universe
(feat. BTS) (Single Version)",Unmixed version released as a single.,3:48,"Sep 24, 2021",Single,Yes,Spotify
Music of the Spheres,"My Universe
(Instrumental)",Instrumental of the song released as a B-Side.,3:48,"Sep 24, 2021",Single,Yes,Spotify
Music of the Spheres,"My Universe
(feat. BTS) (Radio Edit)",Shortened version song meant for radio edit.,3:15,"Sep 24, 2021",Single,No,MP3 File
Music of the Spheres,"My Universe
(feat. BTS) (Acoustic Version)",Acoustic version of the song released as a single.,3:43,"Sep 27, 2021",Single,Yes,Spotify
Music of the Spheres,"My Universe
(feat. BTS) (Supernova 7 Remix)",Remix of the song by Guy Berryman released as a single.,4:39,"Sep 27, 2021",Single,Yes,Spotify
Music of the Spheres,"My Universe
(feat. BTS) (Music Video Version)",Features an extended intro and bridge.,4:42,"Sep 30, 2021",Other,No,YouTube
Music of the Spheres,"Viva la Vida
(Live from Climate Pledge Arena)",Track 1 of the EP. Recorded on October 22 2021.,4:08,"Nov 5, 2021",EP Track,Yes,Amazon Music
Music of the Spheres,"❤️
(Live from Climate Pledge Arena)",Track 2 of the EP. Recorded on October 22 2021.,3:28,"Nov 5, 2021",EP Track,Yes,Amazon Music
Music of the Spheres,"People of the Pride
(Live from Climate Pledge Arena)",Track 3 of the EP. Recorded on October 22 2021.,3:37,"Nov 5, 2021",EP Track,Yes,Amazon Music
Music of the Spheres,"Fix You
(Live from Climate Pledge Arena)",Track 4 of the EP. Recorded on October 22 2021.,5:58,"Nov 5, 2021",EP Track,Yes,Amazon Music
Music of the Spheres,"Higher Power
(Infinity Station Sessions)",Track 1 of the Infinity Station Sessions EP. Live recording of the song exclusive to Apple Music.,3:29,"Dec 2, 2021",EP Track,Yes,Apple Music
Music of the Spheres,"❤️
(Infinity Station Sessions)",Track 2 of the Infinity Station Sessions EP. Live recording of the song exclusive to Apple Music.,3:13,"Dec 2, 2021",EP Track,Yes,Apple Music
Music of the Spheres,"People of the Pride
(Infinity Station Sessions)",Track 3 of the Infinity Station Sessions EP. Live recording of the song exclusive to Apple Music.,3:36,"Dec 2, 2021",EP Track,Yes,Apple Music
Music of the Spheres,"Coloratura
(Infinity Station Sessions)",Track 4 of the Infinity Station Sessions EP. Live recording of the song exclusive to Apple Music.,10:16,"Dec 2, 2021",EP Track,Yes,Apple Music
Music of the Spheres,"Christmas Lights
(Infinity Station Sessions)",Track 5 of the Infinity Station Sessions EP. Live recording of the song exclusive to Apple Music.,4:04,"Dec 2, 2021",EP Track,Yes,Apple Music
Music of the Spheres,"Let Somebody Go
(Spotify Singles)",First track of the EP. Re-recording of the song with Selena Gomez exclusive to Spotify.,4:03,"Feb 23, 2022",EP Track,Yes,Spotify
Music of the Spheres,"Day n' Nite
(Spotify Singles)","Second track of the EP. Stripped back cover of Kid Cudi's song, changing some lyrics. Exclusive to Spotify.",4:18,"Feb 23, 2022",EP Track,Yes,Spotify
